Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Label
21,158.0,34,47,23083,99082,1158,55,244.12,931,70,187.05,682589.35,12321.41,193.23,1463.02,0,0,0,1,0,0,DoS Hulk
80,54.0,132,139,31534,22507,468,6,46.44,127,1,134.99,755958.09,40316.42,6549.4,2437.07,0,0,0,1,1,0,BENIGN
443,4590.0,126,148,46617,39247,885,93,375.84,454,78,295.75,725199.47,2703.75,1681.5,3334.29,0,0,0,0,0,0,DoS Hulk
21,57.0,134,111,7059,56213,675,34,217.57,124,53,363.07,627519.12,24504.04,8666.88,4866.48,0,0,1,1,1,0,BENIGN
21,100.0,149,73,10646,43624,938,83,396.74,133,97,200.07,305725.21,48916.74,6229.85,1449.2,0,1,0,0,1,0,BENIGN
22,34.0,26,60,11186,60037,860,46,402.83,834,19,391.28,87466.97,47492.91,374.83,1834.05,0,0,1,0,1,0,BENIGN
21,360.0,130,28,23154,35961,873,23,104.02,726,49,182.85,415799.88,12912.11,7983.29,2856.74,0,0,0,1,0,0,BENIGN
53,147.0,48,165,23937,4866,188,60,493.21,905,57,225.75,416086.44,13784.83,4383.16,1319.57,0,0,0,0,1,0,BENIGN
21,89.0,14,92,3784,91146,938,69,95.97,1200,22,104.56,417864.05,30520.63,4895.19,2534.49,0,0,0,1,1,0,BENIGN
22,198.0,68,10,36169,84508,639,35,402.68,628,35,429.97,976416.93,19081.45,7179.96,675.91,0,0,0,0,1,0,BENIGN
443,24.0,121,131,9104,52957,232,82,315.58,1499,29,294.33,409313.69,24024.85,4201.62,4458.34,0,0,0,1,1,0,BENIGN
8080,194.0,55,94,16638,76919,207,50,266.58,658,23,181.83,307669.1,40181.22,7191.2,2900.27,0,0,0,1,0,0,BENIGN
8080,37.0,40,32,23384,73055,75,59,140.94,1376,48,196.08,76707.05,17410.35,9632.92,2838.74,0,0,0,0,1,0,BENIGN
445,1056.0,38,53,42019,20737,488,94,86.8,39,95,7.08,697015.95,44853.82,5916.69,4030.55,1,0,0,0,1,0,DoS GoldenEye
53,123.0,92,167,37575,59927,206,83,305.92,202,23,73.39,528237.12,11183.02,5231.68,4034.68,0,0,0,0,0,0,BENIGN
8080,501.0,79,85,1323,30861,781,28,174.28,1151,50,139.66,809435.13,11044.12,6092.61,4707.73,0,1,0,0,1,0,BENIGN
22,1732.0,99,31,17569,26209,848,45,257.32,903,42,465.13,2171.06,13292.46,4144.14,2562.75,0,1,0,0,0,0,DoS Hulk
445,155.0,95,73,3837,73167,393,77,294.24,840,7,135.45,837887.07,16266.11,9807.52,3281.54,0,0,0,0,1,0,BENIGN
53,1.0,55,192,45246,98427,183,80,150.75,529,89,383.35,84043.81,42496.49,2992.42,1541.75,0,0,0,0,1,0,BENIGN
8080,302.0,22,181,19343,7694,1011,70,97.63,1084,4,414.13,458213.39,25609.93,9407.85,235.5,0,0,0,0,1,0,BENIGN
53,225.0,3,32,29077,7852,706,58,237.04,851,1,324.73,47893.95,208.51,5873.99,920.52,0,1,1,0,0,0,BENIGN
22,31.0,142,20,8274,87595,1169,26,68.48,591,56,13.04,615447.69,24458.6,9554.52,1286.63,0,0,0,0,1,0,BENIGN
443,182.0,72,151,15079,18717,756,46,238.22,112,32,281.5,274579.23,19530.74,9133.12,628.25,0,0,0,1,0,0,BENIGN
445,101.0,9,81,8033,9789,636,62,460.36,201,48,351.62,185822.6,15788.63,8142.34,1509.78,0,0,1,0,1,0,BENIGN
80,15.0,76,111,37813,14993,749,11,59.15,732,88,248.27,466498.74,12926.12,9875.64,1011.64,0,0,0,0,0,0,BENIGN
445,25.0,11,116,8242,4331,1257,71,447.84,140,50,345.88,892452.15,28742.31,6175.1,266.52,0,1,0,0,1,0,BENIGN
22,23.0,98,179,35841,82478,937,64,251.59,139,35,223.56,273337.3,40303.89,7072.71,3839.19,0,0,0,0,1,0,BENIGN
53,2693.0,14,153,13129,55906,595,35,191.83,979,98,46.64,744153.46,10031.72,8894.63,3633.72,0,0,0,1,1,0,DoS Hulk
21,31.0,84,49,35888,98307,831,53,87.41,462,55,94.36,218206.17,38508.65,7586.62,2838.06,0,0,0,1,0,0,BENIGN
80,197.0,5,22,39839,98090,504,22,183.05,418,38,183.02,965480.18,48348.82,5669.81,1579.63,1,0,0,0,0,1,BENIGN
443,40.0,116,64,2419,89812,291,4,318.99,1114,12,378.13,575989.31,1963.71,7321.02,705.05,0,0,0,0,0,0,BENIGN
80,141.0,111,54,11717,48506,702,29,23.39,619,35,172.51,591324.44,5908.03,7827.75,1325.48,0,0,0,0,0,0,FTP-Patator
53,138.0,100,110,17403,84230,1359,66,410.96,666,46,78.98,794929.95,3322.11,3663.76,3522.32,1,0,0,0,0,0,BENIGN
22,154.0,28,190,9385,80655,897,96,341.4,917,25,471.79,107973.59,3221.07,7654.81,1507.32,0,0,0,0,1,0,BENIGN
8080,52.0,58,90,12444,18686,1097,69,412.61,542,73,182.52,170183.45,47198.86,3779.65,2517.3,0,0,0,1,1,0,BENIGN
8080,222.0,68,70,43696,14125,1084,8,161.49,212,69,212.51,529763.99,26156.83,4308.23,4607.19,0,0,0,0,1,0,BENIGN
53,16.0,67,168,28561,81312,887,8,290.2,1361,21,340.42,49068.57,4784.07,3198.28,2241.3,0,0,0,1,0,1,BENIGN
445,32.0,45,190,4761,74130,569,20,263.97,1109,94,298.86,166371.54,36764.33,9497.27,1066.97,0,0,0,1,1,0,BENIGN
80,122.0,65,69,15927,61450,1253,96,458.82,712,45,7.77,830465.92,31514.43,2927.87,2452.04,0,0,0,0,1,0,BENIGN
21,6.0,112,84,490,84809,1377,58,157.56,665,13,229.8,390529.29,1430.35,3618.16,4083.88,0,0,0,0,0,0,BENIGN
8080,6.0,115,101,31235,50376,1407,46,311.94,1369,52,183.84,731061.45,46022.6,9287.82,2642.04,0,0,0,0,0,0,BENIGN
445,65.0,149,133,25306,60859,744,30,119.01,1447,74,137.26,630648.47,4641.12,9666.93,1927.79,0,0,0,0,0,0,BENIGN
53,2045.0,96,177,12572,19993,1159,29,209.09,791,85,434.87,910998.04,28750.55,7020.64,4868.61,0,0,1,1,1,0,FTP-Patator
21,300.0,129,9,7138,49436,655,93,162.07,1082,40,380.93,762248.05,749.44,4002.48,4315.71,0,1,0,0,0,0,PortScan
53,80.0,105,69,20129,9176,693,90,480.57,1364,61,172.47,590957.11,44729.64,4438.07,4443.52,0,1,0,0,1,0,BENIGN
21,2.0,131,54,1565,44193,1411,70,337.12,847,64,408.83,251277.59,28170.06,484.7,3574.52,0,0,0,0,1,0,BENIGN
53,2293.0,83,160,21581,87862,338,48,124.29,860,49,76.05,759642.09,30882.7,6889.58,671.35,0,0,0,0,1,0,DoS Hulk
80,103.0,110,28,19873,48739,461,24,250.1,36,92,202.32,31452.26,46039.14,591.07,2440.79,0,0,0,0,1,0,BENIGN
443,155.0,46,38,28299,93035,178,69,126.44,1154,74,279.12,224814.64,25994.47,9784.87,275.3,0,1,0,0,1,0,BENIGN
80,98.0,44,10,26540,41466,1423,61,278.8,419,49,484.25,868922.46,2002.47,1850.14,1954.17,0,0,0,1,1,0,BENIGN
80,67.0,14,130,19518,27206,1194,22,372.87,1141,74,27.37,684344.17,18349.32,7658.64,3807.76,0,0,0,0,0,0,BENIGN
21,3.0,58,99,9063,28445,932,13,251.05,966,76,487.27,521978.71,21129.58,373.29,4872.76,0,0,0,1,1,0,BENIGN
22,20.0,12,85,8195,81664,1055,14,65.35,155,18,314.69,506071.6,14179.59,743.79,977.35,0,1,0,0,0,0,BENIGN
21,23.0,27,92,49005,68206,824,89,353.16,270,63,38.65,523348.45,28843.91,3038.49,980.22,0,0,0,0,0,0,BENIGN
445,5.0,49,168,49871,27215,1188,7,344.52,836,97,77.54,131816.69,907.03,1267.69,1927.44,0,0,0,0,1,0,BENIGN
53,858.0,143,112,18104,55542,970,43,479.82,882,15,404.95,140009.23,42087.25,6285.53,1096.92,0,0,0,0,1,0,DDoS
53,154.0,23,132,30423,28106,646,33,406.32,524,66,223.23,256105.81,12353.41,2776.91,3875.72,0,0,0,1,1,0,BENIGN
80,1214.0,10,40,35842,48990,612,5,73.92,992,13,16.55,276036.65,30963.68,2339.26,1970.76,0,1,0,1,1,0,PortScan
22,63.0,41,6,326,98640,1399,43,289.0,1164,42,217.63,817600.67,30221.41,2719.43,1157.18,0,0,1,0,1,0,BENIGN
21,90.0,47,44,33063,44942,160,41,389.83,323,18,209.04,601249.55,49447.14,7326.75,4095.68,0,0,0,0,0,0,BENIGN
8080,5.0,50,159,12996,12290,320,54,32.61,333,2,389.37,730919.45,41956.75,4547.99,434.22,0,0,0,0,0,0,BENIGN
443,51.0,83,75,33818,98416,399,98,91.78,1439,50,345.04,49004.3,18019.11,7282.74,3404.54,0,0,0,0,1,0,BENIGN
53,10.0,149,19,46578,6908,1484,28,133.75,858,5,70.34,449869.18,39144.14,5564.46,4259.9,0,0,0,0,1,0,BENIGN
80,1070.0,53,195,43341,42990,584,51,342.19,577,82,410.5,795786.17,14106.3,1155.29,843.15,0,0,0,0,1,0,DoS Hulk
8080,13.0,67,41,27877,77782,812,16,165.97,1174,92,466.46,93938.07,30442.69,8487.44,3416.26,1,0,0,0,1,0,BENIGN
80,33.0,102,88,22833,52494,703,42,161.2,795,70,263.02,631937.39,20360.8,2294.43,3340.6,0,0,0,0,0,0,BENIGN
8080,30.0,55,85,31467,74899,436,9,206.52,1437,31,35.57,379108.79,33357.89,2647.99,1912.98,0,0,0,1,1,0,BENIGN
53,27.0,28,132,41951,3695,920,26,470.31,1182,36,147.97,332843.6,19299.64,6980.35,1674.56,0,1,0,0,1,0,BENIGN
80,70.0,35,154,27890,61364,1259,19,237.86,167,83,361.27,921825.83,10120.89,1784.22,3902.9,0,0,1,0,1,0,BENIGN
21,15.0,28,159,29755,67086,585,26,414.77,242,50,187.49,591585.78,29586.58,1398.77,1758.98,1,0,0,0,1,0,BENIGN
22,88.0,83,155,4333,16230,1231,93,79.23,9,81,214.94,522566.64,22299.65,4336.54,3368.1,0,0,0,0,1,0,BENIGN
22,64.0,96,50,2507,47289,373,27,200.9,999,40,376.48,970337.19,6565.88,469.42,1400.49,0,0,0,0,0,0,BENIGN
8080,70.0,102,105,8652,10286,311,12,248.31,315,64,195.36,863281.75,28230.24,9885.06,2555.24,1,0,0,0,1,0,BENIGN
22,4.0,15,12,22373,69227,359,87,299.93,1028,65,141.96,527361.43,6811.82,3029.29,3163.77,1,1,0,0,1,0,BENIGN
445,230.0,127,31,8858,64208,767,66,236.17,651,38,39.97,336641.54,1811.22,1467.51,3625.05,0,0,0,1,1,0,BENIGN
443,22.0,130,41,15648,68045,117,48,297.28,981,10,166.93,473998.59,897.0,3254.16,4915.9,1,0,0,0,1,0,BENIGN
53,173.0,3,39,15581,35792,160,15,176.92,558,26,436.91,158013.8,18153.46,7214.28,1783.68,0,0,0,0,1,0,BENIGN
445,2688.0,11,168,36382,39324,1255,16,168.63,379,26,388.01,874751.09,12360.87,6005.18,3848.85,1,1,0,0,1,0,DoS Hulk
80,2625.0,4,35,12754,54738,1222,59,275.98,558,99,154.31,813177.55,9850.0,2686.67,3572.89,0,0,0,1,1,0,DoS Hulk
22,153.0,113,77,3640,54715,64,92,138.63,901,33,356.7,466441.12,41645.62,8718.15,4809.6,0,0,0,0,1,0,BENIGN
445,142.0,40,45,28846,9088,1262,36,179.15,1471,82,489.24,350166.72,12107.92,2248.61,1490.19,0,0,0,0,0,0,BENIGN
22,21.0,51,82,29314,59066,158,85,373.97,1399,43,316.55,885715.22,33832.15,5649.26,669.49,0,0,0,0,0,0,BENIGN
445,123.0,26,102,20673,67070,1290,11,95.36,863,16,219.97,274992.58,31379.99,7394.53,3237.41,0,0,0,0,1,0,BENIGN
22,90.0,97,113,8882,79898,661,15,375.99,496,52,194.11,772692.76,9237.8,865.87,672.71,0,0,0,1,0,0,BENIGN
53,99.0,117,62,31284,82617,949,9,412.72,1042,70,18.97,899795.96,34781.51,5308.85,2357.0,0,0,1,0,0,0,BENIGN
8080,41.0,84,134,18318,70963,1350,44,126.19,966,41,343.52,760317.5,31697.65,5219.4,635.12,0,1,0,0,0,0,BENIGN
22,2327.0,116,125,3422,42848,397,56,373.21,420,73,424.93,592951.55,27135.38,2928.21,1338.31,0,0,0,0,1,0,DoS Hulk
53,42.0,124,42,30098,79865,108,82,404.48,1011,41,351.08,164508.36,5862.73,2067.5,4597.8,0,0,0,0,1,0,BENIGN
8080,17.0,63,1,35314,54556,290,2,180.44,770,1,439.89,650058.3,22931.76,4167.26,4537.57,0,0,0,0,0,0,BENIGN
22,35.0,46,39,38210,92587,598,94,235.56,73,15,41.08,815518.73,47319.19,7324.96,511.88,0,0,0,0,0,0,BENIGN
8080,16.0,140,54,25582,94259,759,69,480.11,1228,9,213.1,453066.03,20815.92,8035.41,2236.12,0,0,0,1,0,0,BENIGN
8080,212.0,104,114,14209,89445,66,65,58.78,867,18,249.04,726872.99,46451.37,2259.8,1367.35,0,1,0,0,1,0,BENIGN
53,36.0,133,88,21046,26541,1473,18,266.69,960,5,290.48,258721.78,37133.79,2383.22,3358.54,0,0,0,0,1,0,BENIGN
443,155.0,91,87,33718,96767,1498,66,42.78,1277,78,82.21,468366.31,32952.76,3712.32,4053.21,0,0,0,0,1,0,BENIGN
80,174.0,104,109,46482,30381,440,45,100.05,65,84,59.43,308122.2,19391.92,7584.81,2533.37,0,0,0,0,1,0,BENIGN
21,4977.0,69,149,29434,37305,835,61,431.24,411,81,14.06,286834.29,8875.43,9800.6,1838.44,0,0,0,0,1,0,DoS Hulk
8080,2.0,66,39,35891,37107,1099,0,163.84,892,80,291.83,97723.15,39633.3,3131.2,3970.85,0,0,0,1,0,0,BENIGN
8080,39.0,85,162,21856,30912,1437,85,162.09,591,31,396.58,277822.37,9497.49,6846.38,4863.13,0,1,0,0,1,0,BENIGN
8080,60.0,6,55,49994,64057,1385,28,392.19,127,22,225.52,615832.27,38937.42,5432.14,4360.95,0,0,0,0,0,0,BENIGN
80,206.0,51,178,40879,28290,972,31,349.71,72,43,480.12,951669.91,9091.04,299.23,4182.14,0,1,0,1,0,0,BENIGN
21,69.0,51,176,13516,56136,693,91,340.58,1230,6,73.15,303707.13,14143.95,9185.89,3458.44,0,0,0,0,1,0,BENIGN
8080,77.0,85,194,25117,59809,1405,31,29.32,1346,81,410.95,961863.54,42844.05,7557.87,2445.08,0,0,0,0,1,0,BENIGN
22,121.0,140,188,1419,2285,1272,15,481.33,29,85,475.82,210171.29,43583.84,6994.63,3169.66,0,0,1,0,1,0,BENIGN
443,25.0,31,47,39815,49688,613,58,384.56,1270,7,32.21,67789.35,14047.57,3017.95,4373.52,0,0,1,0,1,0,BENIGN
22,2.0,49,54,30432,73287,1263,24,250.95,1279,54,208.68,778222.31,28175.37,5315.05,4348.04,0,0,0,0,0,0,BENIGN
443,383.0,42,137,17127,17289,1131,50,269.63,132,94,30.93,203359.69,18754.35,1855.5,2406.11,0,1,0,1,0,0,PortScan
80,17.0,95,40,9895,12515,1396,79,459.88,1272,31,441.13,333775.95,41599.76,5383.49,2131.53,0,1,0,0,0,0,BENIGN
443,1.0,99,71,13397,24564,431,75,154.99,1226,18,311.2,21640.73,34089.51,742.04,3393.15,0,0,0,0,1,0,BENIGN
8080,845.0,82,44,10639,93438,276,94,84.66,86,41,216.98,513592.66,4090.45,4558.04,615.51,0,0,0,1,0,0,FTP-Patator
22,830.0,83,112,29820,2254,314,51,263.5,133,56,225.68,530680.07,17283.95,4872.13,154.87,0,0,0,1,0,0,DDoS
8080,7.0,112,187,485,45604,468,1,211.01,565,67,267.56,12579.14,48564.19,4924.48,3532.41,1,0,0,0,1,0,BENIGN
22,95.0,5,5,12615,92780,167,18,411.96,1310,44,345.04,397269.04,48426.04,4873.8,829.37,0,0,0,1,1,0,BENIGN
21,81.0,74,189,41783,3680,1203,8,235.43,536,68,13.03,811060.57,23679.06,173.69,681.51,0,0,0,0,0,0,BENIGN
21,62.0,23,147,26557,80329,1205,87,52.16,838,81,457.99,330157.08,8854.46,5714.88,4699.47,0,0,0,1,1,0,BENIGN
22,61.0,72,151,15382,31010,595,0,445.26,748,43,87.04,162630.34,41990.2,135.52,3077.01,0,0,0,1,1,0,BENIGN
443,14.0,46,153,6015,83697,1450,23,157.23,793,28,396.82,845439.62,10588.57,9306.41,27.33,0,0,0,1,1,0,BENIGN
443,66.0,81,47,9316,58966,989,89,37.17,1271,61,26.62,475656.18,30685.17,4727.63,2290.33,0,1,0,0,0,1,BENIGN
21,108.0,38,9,24500,22168,288,18,459.25,558,99,172.82,818419.43,38576.17,6206.91,2383.41,0,0,0,0,1,0,BENIGN
443,55.0,30,115,29894,35332,940,84,488.71,562,65,78.5,634631.3,4933.87,8450.62,285.39,0,1,0,0,0,0,BENIGN
22,1704.0,115,77,41548,51972,1336,29,77.59,530,59,481.0,989179.53,38647.07,1240.67,4829.7,0,0,0,1,1,0,DDoS
22,69.0,109,173,16855,21823,1384,10,295.55,559,1,103.01,37177.12,48697.25,5070.13,705.36,0,0,0,1,1,0,BENIGN
21,165.0,24,177,28338,69358,456,38,453.02,1220,49,312.34,427371.94,8320.62,1956.29,4785.21,0,0,0,0,0,0,BENIGN
8080,70.0,44,111,12233,61853,1157,15,320.22,1182,80,271.46,801791.94,42326.86,6558.77,4687.0,1,0,0,0,1,0,BENIGN
22,151.0,22,114,29450,87639,266,50,231.8,257,7,251.78,517933.03,41116.21,8247.6,1003.96,0,0,0,0,1,0,BENIGN
80,1624.0,96,81,26996,77479,365,67,276.99,1120,40,69.35,639940.72,45235.38,4324.92,2644.04,0,0,0,0,1,0,DoS Hulk
8080,190.0,19,53,11375,40261,166,39,156.56,1386,49,257.65,999064.12,13066.51,3887.36,3660.54,0,1,0,0,1,0,BENIGN
445,93.0,68,49,30995,89048,1161,77,226.56,1009,46,261.71,686147.42,4584.56,132.65,501.03,1,0,1,0,1,0,BENIGN
80,198.0,79,84,19741,2935,444,91,495.1,804,62,385.7,596964.81,3513.22,7291.62,4763.59,0,0,0,0,0,0,BENIGN
80,25.0,128,122,3039,5988,303,8,327.61,246,57,368.75,517947.7,46416.87,5991.36,2856.52,0,0,0,0,0,0,BENIGN
443,42.0,132,69,28305,84535,945,26,182.95,948,35,273.76,686277.81,28358.38,3382.27,2659.18,0,0,0,0,0,0,BENIGN
53,4265.0,37,70,39873,39205,950,72,432.37,881,83,277.18,146991.81,44878.11,4628.78,4335.37,0,1,0,0,1,0,PortScan
445,67.0,34,147,30812,24063,403,90,461.45,1028,97,250.79,726279.66,20646.11,2199.47,485.18,0,0,0,0,1,0,BENIGN
80,47.0,10,30,45349,93792,1218,5,98.95,1212,58,406.13,35618.91,9594.17,2255.57,1922.03,0,0,0,0,0,0,BENIGN
445,2879.0,7,186,18692,40923,777,63,372.84,1239,30,409.3,21518.39,28900.68,1819.57,2670.42,0,1,0,0,1,0,PortScan
53,525.0,71,19,6150,77248,395,51,77.95,785,76,340.54,410777.5,19477.96,9478.25,4872.67,0,1,0,0,0,0,BENIGN
445,3763.0,125,197,28651,42266,1141,84,313.14,567,96,284.81,86901.64,17910.24,4416.85,3824.59,1,0,0,1,1,0,DDoS
80,3360.0,21,157,36272,72523,1484,89,398.47,223,46,61.34,135119.65,24517.3,5288.21,4543.94,0,1,0,1,0,0,PortScan
22,3788.0,86,131,24570,87795,1195,46,216.02,1305,16,34.59,245898.63,48330.72,9229.06,2331.36,0,0,0,1,1,0,DoS GoldenEye
445,2584.0,9,168,29485,97378,115,85,255.98,910,75,69.74,150812.05,7906.28,8337.23,4197.72,0,0,0,0,0,0,DoS Hulk
8080,140.0,51,38,38583,5167,919,25,33.6,878,81,187.92,669636.1,48247.01,1792.69,1036.97,0,1,0,0,1,0,BENIGN
445,189.0,105,88,46674,67535,702,86,39.16,1499,44,450.36,144923.28,19390.72,1182.16,3656.81,0,1,0,0,1,0,BENIGN
53,542.0,49,69,12997,22529,1361,44,41.91,574,65,28.76,633121.83,49702.67,7049.36,2138.69,0,0,0,0,1,0,DDoS
21,725.0,81,46,26724,40858,1437,16,216.82,1408,16,186.58,917940.57,26066.83,436.82,1633.08,0,1,0,0,0,0,DDoS
21,2066.0,33,81,23482,64683,750,10,466.67,43,61,319.38,116782.99,4015.21,730.57,1410.78,0,0,0,0,1,0,DDoS
445,153.0,63,111,35064,66966,497,18,418.7,556,60,384.67,881602.41,19617.24,5775.25,4774.54,0,0,0,0,1,0,DoS GoldenEye
443,132.0,13,122,32933,63498,614,89,359.71,1168,42,426.23,403351.22,3716.5,886.38,3683.62,0,0,0,1,1,0,BENIGN
53,18.0,33,136,13475,3756,124,9,65.2,727,61,243.16,146906.35,23602.27,3215.84,2300.27,0,0,0,0,1,0,BENIGN
21,164.0,88,113,10339,79914,1211,38,248.69,88,38,450.78,587639.71,33807.26,7573.86,4582.37,1,1,0,0,0,0,BENIGN
445,215.0,75,34,23852,23266,1072,67,452.78,972,67,438.15,688083.36,14002.07,3774.76,3286.47,0,0,0,1,1,0,BENIGN
443,106.0,17,140,38137,54349,1161,38,467.74,89,51,248.42,685739.68,19311.49,4972.27,2336.62,0,0,0,0,0,0,BENIGN
53,34.0,67,60,41703,39810,1053,70,246.22,926,72,450.81,476142.62,20567.47,1383.61,1078.42,0,0,0,0,1,0,BENIGN
22,6.0,118,43,48396,69625,1248,4,192.09,618,72,378.77,74267.34,16329.07,6236.24,4746.84,0,0,0,0,0,0,BENIGN
8080,32.0,99,157,5726,5004,787,40,387.37,1063,63,395.14,307268.76,23149.45,9660.72,855.35,0,0,0,0,1,0,BENIGN
445,674.0,57,61,31919,41355,1050,85,211.87,1005,44,283.38,336501.79,40868.89,9351.14,834.26,0,1,1,1,0,0,PortScan
53,116.0,115,143,6561,35527,659,47,66.3,1126,63,221.01,693367.8,45031.84,4470.39,4982.18,1,0,0,0,1,0,BENIGN
443,225.0,55,175,46643,27679,415,26,220.65,764,14,326.27,386437.36,9277.02,9573.4,2013.63,0,0,0,1,0,0,BENIGN
53,114.0,42,177,1693,15740,177,11,182.87,1331,28,94.44,705957.08,42326.86,3665.92,387.7,0,0,0,0,0,0,BENIGN
22,4001.0,63,70,44971,9907,766,46,79.89,1037,82,403.11,553153.36,43507.21,3220.43,2777.4,0,0,0,0,1,0,DDoS
8080,50.0,106,80,257,65897,1443,13,153.07,988,50,354.9,717893.65,13232.99,8549.97,3807.83,0,1,0,0,1,0,BENIGN
53,4165.0,2,25,35070,31478,1293,8,457.16,183,3,13.97,782990.92,22731.3,594.35,346.16,0,0,0,0,1,0,DoS Hulk
22,227.0,4,89,4233,11722,1298,78,65.24,1352,97,71.59,848344.62,27737.08,7891.97,1856.93,0,0,0,1,1,0,BENIGN
80,9.0,63,16,47912,71291,792,45,37.7,989,18,473.89,75646.26,17891.8,7303.74,4250.36,0,0,0,0,1,0,BENIGN
443,77.0,80,149,37601,76936,455,59,79.22,18,56,307.57,283871.79,14388.57,1901.44,3992.04,0,0,0,1,0,0,BENIGN
53,4.0,120,97,14196,15589,170,1,195.55,1349,99,394.76,350899.89,37645.27,7463.31,1490.87,0,0,0,1,1,0,BENIGN
53,21.0,80,129,45944,72460,942,61,93.51,303,30,27.51,945074.27,17351.59,2517.07,4639.16,1,1,0,0,1,0,BENIGN
8080,83.0,139,23,8733,11921,1429,79,40.07,1194,93,421.02,96596.5,44467.1,6980.48,1214.11,0,0,0,1,1,0,BENIGN
21,366.0,39,127,14172,91258,1335,19,437.34,494,34,66.23,339255.92,23939.89,7720.41,4079.69,0,0,0,0,1,0,DoS Hulk
22,98.0,49,85,35794,43020,764,63,386.52,907,9,377.86,346539.78,49949.22,7157.76,1165.15,0,0,0,1,0,0,BENIGN
53,12.0,93,188,789,85561,215,2,288.61,543,9,456.13,405810.85,47287.89,4301.64,2510.05,0,0,0,0,1,0,BENIGN
80,577.0,68,49,48640,63183,1425,57,263.62,506,6,221.06,652390.24,46557.54,4546.58,824.06,0,1,0,1,0,0,PortScan
53,48.0,20,142,42774,59784,683,57,471.99,533,9,192.71,581968.25,4983.53,9733.82,940.28,0,0,0,1,0,0,BENIGN
445,10.0,122,126,26048,98885,890,9,248.66,605,22,379.74,458447.15,49034.35,6760.59,2058.41,0,0,0,1,1,0,BENIGN
443,300.0,39,150,33429,43767,63,21,32.5,719,22,65.52,794643.48,14594.83,6852.68,3534.45,0,0,0,0,1,0,BENIGN
21,40.0,117,150,3509,66757,219,0,360.97,365,23,256.56,650567.02,43595.14,6628.35,4384.39,1,0,0,0,1,0,BENIGN
445,100.0,76,48,15301,84145,788,55,486.85,1073,7,133.99,416924.07,46281.37,282.66,3293.91,0,0,0,0,0,0,BENIGN
22,218.0,82,174,24569,58423,550,9,475.41,1145,70,32.35,988443.91,5963.77,1295.59,1921.04,0,0,0,0,1,0,BENIGN
445,81.0,13,105,2101,99725,1085,93,273.67,203,71,254.9,842706.95,1132.54,470.22,3252.34,0,0,0,0,1,0,BENIGN
8080,64.0,114,171,4359,7641,124,15,279.93,1286,51,52.34,886099.49,26007.13,3718.27,746.67,0,0,0,0,1,0,BENIGN
53,142.0,13,163,27154,41762,604,14,205.59,93,26,351.14,871954.14,43003.9,5943.62,4953.09,0,1,0,1,1,0,BENIGN
445,126.0,124,98,2800,41608,400,61,22.67,184,93,249.06,139645.55,43701.59,933.79,3617.46,0,0,1,0,0,0,BENIGN
53,17.0,27,70,26268,67403,1448,74,429.94,1442,2,436.9,981652.58,38556.69,8049.78,216.58,0,0,0,0,0,0,BENIGN
8080,1425.0,11,39,48519,96093,529,63,362.95,760,92,244.66,785409.57,43679.72,2527.43,427.24,0,0,0,1,0,0,FTP-Patator
21,20.0,71,69,41410,56344,548,67,393.41,199,8,469.81,402917.06,36077.33,8791.06,753.9,0,0,0,0,0,0,BENIGN
22,3198.0,48,129,5896,39743,181,5,201.51,1280,57,456.88,431015.54,46631.12,9402.04,4850.31,0,0,0,0,1,0,Web Attack
80,101.0,70,194,810,54967,445,10,388.32,61,37,168.04,198631.27,8866.52,8356.01,4818.74,0,0,0,0,1,0,BENIGN
21,255.0,103,171,10138,26873,1478,12,278.19,1323,19,179.57,592333.7,8669.74,2429.44,606.0,0,0,0,0,0,0,BENIGN
80,1381.0,97,88,8146,51455,1225,52,71.76,90,84,374.56,89697.69,6807.3,7716.25,4.02,0,1,0,0,1,0,PortScan
22,461.0,39,180,35258,78019,1019,50,186.17,826,88,76.99,24594.48,23039.62,4262.51,4652.26,0,1,0,0,1,0,DoS Hulk
80,344.0,48,49,5124,39298,206,59,338.88,993,70,326.95,752022.02,29283.52,5871.61,4605.38,1,0,0,1,1,1,DoS Hulk
21,7.0,125,72,2321,71064,1229,4,485.67,1174,81,439.96,979234.59,48576.35,9770.37,1498.77,0,0,0,0,1,0,BENIGN
21,70.0,60,81,26269,88682,189,41,441.94,1004,60,322.27,713832.79,32646.86,8922.55,851.85,0,0,0,1,1,0,BENIGN
53,9.0,127,169,43411,67636,375,18,381.73,810,68,281.48,965806.53,2294.38,6836.49,2675.49,0,0,0,0,0,0,BENIGN
21,28.0,70,147,34820,461,132,67,380.75,992,96,345.28,826494.22,16329.25,4241.66,126.68,0,0,0,0,1,0,BENIGN
21,73.0,38,137,39542,66557,616,87,341.51,144,3,151.45,129794.2,12985.93,6614.11,3784.82,0,1,0,1,0,0,BENIGN
