Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Label
80,221.0,52,116,30642,28046,470,42,139.45,1419,46,478.08,788973.97,33126.45,8271.96,2515.46,0,0,0,0,0,0,BENIGN
80,1084.0,29,31,6934,25403,668,34,498.6,740,69,72.54,309499.31,15381.55,342.92,4452.51,0,0,0,0,0,0,DDoS
80,54.0,30,108,17304,22354,1130,0,200.37,1201,76,115.59,580537.26,17983.01,2825.36,3867.17,0,0,0,0,1,0,BENIGN
445,111.0,142,28,3826,52802,796,97,123.7,509,99,198.54,772976.98,14043.54,6127.78,178.29,0,0,0,0,1,0,BENIGN
53,1814.0,8,111,5511,56068,795,85,315.0,226,59,238.38,376434.25,31152.08,1697.23,1614.64,0,1,0,0,1,0,PortScan
80,508.0,141,88,28472,91982,1211,52,279.21,656,71,382.25,952291.29,42409.72,640.35,4243.06,0,0,0,1,1,0,DDoS
22,38.0,17,108,26202,17003,1429,58,454.6,353,40,241.98,243667.91,39619.62,2722.46,365.07,0,0,0,0,1,0,BENIGN
22,795.0,42,14,48679,99647,1406,34,416.83,1137,32,175.5,291797.21,27997.64,7240.99,1193.71,0,0,0,1,0,0,DDoS
53,2571.0,107,95,1126,7358,354,46,258.3,886,96,325.7,362060.36,49032.23,7930.48,4726.36,0,1,0,0,1,0,PortScan
443,4063.0,83,54,32416,93696,1307,76,488.81,1416,34,387.32,345968.16,43925.59,6920.9,3005.83,0,0,0,0,1,0,DoS GoldenEye
443,99.0,14,24,42915,55010,240,86,320.09,1103,70,24.42,435805.88,19513.46,8767.02,665.95,0,0,0,0,0,0,BENIGN
443,73.0,65,3,8190,47279,1296,7,252.99,1355,58,351.38,709334.14,20881.04,5594.68,3988.77,0,0,0,0,1,0,BENIGN
445,300.0,141,57,40624,43898,836,87,76.82,197,49,14.28,975286.83,17887.91,2367.68,461.2,0,0,0,1,1,0,BENIGN
22,108.0,48,103,24678,67865,1000,23,148.55,325,22,22.21,8699.92,42871.51,3961.54,1123.78,0,0,0,0,0,1,BENIGN
80,439.0,89,9,71,90828,249,24,247.9,1319,68,289.48,524231.98,10566.51,6321.52,1660.72,0,0,0,1,0,0,BENIGN
8080,99.0,6,89,27381,1792,237,77,73.82,305,99,361.76,475696.16,21560.93,9510.88,3744.02,1,0,0,0,0,0,BENIGN
53,435.0,110,160,47535,94206,70,68,281.5,1340,4,183.36,519279.21,16674.64,7004.03,749.91,0,0,0,0,0,0,DoS Hulk
8080,96.0,37,163,19862,48574,1300,91,376.09,281,10,24.64,432735.38,43534.8,4001.86,4361.96,0,1,0,0,1,0,PortScan
53,3079.0,117,23,11045,35158,1266,55,301.72,923,87,258.69,83775.91,10682.33,1368.37,1827.19,0,1,0,1,0,0,PortScan
53,4.0,87,78,14436,61870,640,80,430.83,706,81,121.46,41053.2,29889.85,4501.99,2466.57,0,0,0,1,1,0,BENIGN
8080,563.0,147,50,29024,57007,1088,52,53.96,883,17,420.3,447518.48,31422.85,2270.24,1024.07,0,0,0,1,1,0,FTP-Patator
53,122.0,33,116,30191,55539,1316,4,139.99,1288,50,205.7,318962.61,3603.32,6472.49,3529.74,0,0,0,0,0,0,BENIGN
445,272.0,17,19,35309,51116,482,74,287.01,479,15,380.53,886443.64,11783.02,6576.0,1831.44,0,0,0,0,0,0,BENIGN
21,538.0,72,187,26741,84022,305,24,116.78,728,34,348.42,537000.86,13240.78,1637.05,2341.68,0,0,0,1,1,0,DoS GoldenEye
22,69.0,71,113,23146,64705,226,68,311.57,1156,35,179.99,581668.44,39280.17,6151.62,276.25,0,0,0,0,1,0,BENIGN
53,63.0,66,118,13774,53820,226,96,359.97,374,24,66.84,200424.38,27454.58,21.04,308.31,1,0,0,0,1,0,BENIGN
8080,51.0,119,76,27274,85611,865,76,48.35,376,83,471.69,43283.31,20409.12,7076.61,1082.7,0,1,0,0,1,0,DoS Hulk
8080,749.0,119,106,9776,11106,1440,8,472.36,1372,77,485.11,254612.84,23770.69,7867.69,4344.79,0,0,0,0,1,0,DoS Hulk
445,659.0,1,151,28817,57767,352,17,406.67,1197,32,442.18,295043.05,10655.15,6341.69,405.73,0,0,0,0,1,0,Web Attack
8080,165.0,46,167,1998,30153,1066,97,55.98,766,60,234.47,658775.5,41156.92,1565.71,1868.9,1,0,0,0,1,0,BENIGN
8080,230.0,86,16,48191,1022,904,79,311.22,884,75,299.44,899299.0,19153.06,5617.24,1583.37,0,1,1,0,1,0,BENIGN
22,157.0,70,62,27805,53637,430,96,327.89,594,54,300.18,283885.79,48006.29,8568.85,4126.82,0,0,1,0,0,0,BENIGN
445,341.0,140,141,3191,8583,410,95,298.8,837,0,358.03,816472.01,20536.84,7672.72,3654.15,0,0,0,1,0,0,DoS Hulk
53,75.0,10,152,39872,42621,249,60,495.45,544,64,471.75,522967.64,29345.48,3395.44,2429.0,0,0,0,0,0,0,BENIGN
80,31.0,142,58,37169,2296,965,47,57.4,233,29,433.8,246103.37,3368.29,1921.3,304.57,0,0,0,0,1,0,BENIGN
445,123.0,75,143,7877,21298,790,81,90.46,28,16,35.56,189559.63,15750.23,1051.97,2735.64,0,0,0,0,1,0,BENIGN
53,95.0,145,13,24645,34571,355,63,239.41,1329,14,357.04,795385.39,48870.76,4379.71,2393.47,1,0,0,1,0,0,BENIGN
80,23.0,123,164,5332,77775,289,68,433.68,926,76,89.67,409588.84,27056.44,863.85,1885.53,0,0,0,1,1,0,BENIGN
21,6.0,147,27,48492,41286,920,76,123.48,728,75,329.47,83052.61,16285.87,576.16,4661.49,0,1,0,0,0,0,BENIGN
445,117.0,71,140,17787,69150,967,53,498.26,856,31,389.71,186191.47,2390.99,169.94,3985.98,1,0,0,0,1,0,BENIGN
8080,18.0,129,128,10437,68560,296,46,214.17,1313,56,31.7,757068.66,3682.16,7374.37,820.47,0,0,0,1,0,0,BENIGN
80,31.0,131,67,49663,74413,75,38,227.22,1316,3,162.28,886566.68,49130.91,4062.13,1857.92,0,0,0,0,1,1,BENIGN
53,97.0,132,110,12713,90008,43,1,104.95,813,77,287.04,475741.96,34228.58,7571.91,2857.39,0,0,0,1,1,0,BENIGN
8080,295.0,108,26,14668,39665,609,87,375.9,511,45,362.82,106177.3,41370.42,8144.95,1923.06,0,0,0,0,1,0,BENIGN
53,2919.0,58,104,13850,11135,664,91,190.05,237,43,342.5,272582.29,18713.38,9708.9,2317.41,0,0,0,0,1,0,Web Attack
80,18.0,61,144,25998,82806,652,79,27.43,1395,62,11.92,936920.45,1054.9,5536.15,2061.6,1,1,0,0,1,0,BENIGN
21,95.0,80,1,40622,85498,1255,28,93.56,1117,0,259.67,485532.89,16329.14,5274.12,2064.57,0,0,0,1,1,0,BENIGN
22,95.0,5,143,16337,28372,293,12,401.65,68,68,64.38,380209.45,36214.18,271.76,3085.46,0,0,0,1,1,0,BENIGN
53,11.0,14,63,9161,14136,835,53,262.3,1105,85,309.81,272370.09,33819.25,1744.24,4341.27,0,0,0,0,0,0,BENIGN
80,197.0,125,111,46821,18884,753,32,487.58,934,50,437.89,537494.28,14030.15,7710.08,162.16,0,0,0,1,0,0,DDoS
8080,17.0,109,32,6680,38877,842,30,329.05,167,51,197.64,538687.02,28292.37,1996.36,988.62,0,0,0,0,0,0,BENIGN
445,49.0,101,112,3248,74194,974,96,362.71,1111,52,462.1,41142.78,19185.22,1563.45,4592.1,0,0,0,0,1,0,BENIGN
22,3395.0,86,96,13728,76498,223,49,487.61,1279,97,216.65,506316.3,13151.37,5668.42,1237.89,0,0,0,1,0,0,DoS Hulk
22,128.0,61,53,27050,33467,1133,46,225.46,80,9,102.85,509914.11,25361.69,222.11,958.3,0,1,0,1,0,0,BENIGN
22,60.0,96,62,3148,14501,463,68,106.12,964,26,207.88,635548.98,41937.55,9986.7,666.19,1,0,0,1,1,0,BENIGN
445,256.0,113,102,26854,45508,670,90,489.85,143,61,87.65,288244.75,45614.01,2982.87,2389.74,0,0,0,1,1,0,BENIGN
80,66.0,44,108,16954,70832,127,66,442.95,112,4,290.53,666677.65,49675.06,1148.6,1163.91,1,0,0,1,0,0,BENIGN
21,104.0,63,78,39710,38674,262,31,172.93,1252,38,115.08,45692.34,43006.38,1418.0,916.65,0,0,0,0,0,0,BENIGN
53,21.0,21,37,28421,22356,393,63,462.05,405,32,7.04,692754.68,11795.88,2406.29,91.6,0,0,0,1,0,0,BENIGN
80,104.0,126,83,12211,10523,470,94,310.52,25,78,362.06,343419.29,21840.81,3437.05,4152.47,0,0,0,0,1,0,BENIGN
80,42.0,115,193,31003,9997,172,26,484.8,1362,14,314.95,976326.53,34179.09,499.83,3560.21,0,0,0,0,1,0,BENIGN
21,4.0,93,191,19428,66222,613,46,76.03,212,30,413.49,430340.53,47469.28,9613.27,433.89,0,0,0,0,1,0,BENIGN
8080,627.0,104,163,391,94160,622,97,23.9,558,46,293.02,470158.87,14752.43,4712.49,3801.51,0,1,0,0,1,0,DDoS
8080,86.0,72,102,28326,60290,573,29,184.87,480,15,320.05,529021.52,6989.71,6555.54,1120.3,0,0,0,0,1,0,BENIGN
445,183.0,116,183,18634,74529,963,80,246.93,946,87,254.5,737387.45,48496.8,5059.52,1799.53,0,0,0,0,0,0,DoS Hulk
21,18.0,8,189,36158,40503,110,45,375.23,120,73,248.98,68137.08,25829.08,3683.0,4423.29,0,0,0,1,1,0,BENIGN
443,85.0,56,57,31891,47767,961,20,383.03,1001,73,495.63,126607.78,4785.64,6129.34,2286.4,0,1,0,0,1,0,BENIGN
22,18.0,131,60,36786,50208,897,23,279.98,1058,76,415.67,485719.12,8082.9,5566.58,4181.74,0,0,0,0,1,0,BENIGN
8080,175.0,50,189,10951,21872,738,26,433.93,751,62,374.11,613524.11,47559.82,9037.79,4932.56,1,0,0,1,1,0,BENIGN
53,90.0,120,41,36042,41014,1038,70,140.17,504,68,244.04,898.07,4905.62,6991.54,4791.71,0,0,0,0,1,0,BENIGN
21,201.0,140,134,943,64739,212,4,126.21,1116,69,316.29,949086.07,24116.15,8727.69,4499.53,0,0,0,0,0,0,BENIGN
53,70.0,124,57,36365,14759,991,56,449.28,208,16,305.97,340771.54,33139.5,2994.95,2937.11,0,0,0,1,0,0,BENIGN
22,63.0,7,143,20829,91945,617,91,186.98,206,78,202.38,252972.38,38840.39,7385.8,1530.14,0,0,0,0,1,0,BENIGN
22,1915.0,56,79,17453,58634,1394,22,169.2,940,72,223.53,665757.27,45697.67,9984.59,684.93,0,0,0,0,0,0,DoS GoldenEye
22,1263.0,45,36,4182,17377,944,49,68.7,1465,46,440.02,888937.73,48972.73,7318.8,2426.17,0,0,1,0,1,0,FTP-Patator
443,47.0,53,106,12859,14109,422,87,116.41,1185,62,267.88,540495.56,38625.62,647.6,3762.1,0,1,0,1,1,0,BENIGN
80,80.0,32,158,41291,32675,904,3,176.37,387,33,497.75,659194.24,17415.04,7424.5,3163.01,0,0,0,1,1,0,BENIGN
445,58.0,50,176,1944,47929,143,49,426.0,1225,74,53.91,98339.67,28334.12,9283.48,876.81,0,0,0,0,1,0,BENIGN
22,595.0,108,165,49710,33508,587,18,49.25,756,6,219.55,329532.72,12392.84,6778.7,3971.59,0,0,0,0,1,0,Web Attack
80,211.0,83,80,41083,74143,195,6,109.08,906,46,447.11,120094.1,4388.73,4197.1,2473.62,0,0,0,0,1,1,BENIGN
53,169.0,44,138,46844,24794,267,10,173.59,413,76,273.48,630040.59,28882.56,5765.51,2062.45,0,0,1,0,1,0,DDoS
445,298.0,7,135,27296,37075,725,77,30.38,862,65,219.41,46571.55,10118.63,5436.84,482.75,0,0,0,0,0,0,BENIGN
443,43.0,69,59,44433,73348,1215,79,463.57,58,28,370.05,335959.8,29290.23,8197.09,40.13,0,0,0,1,1,0,BENIGN
22,38.0,55,2,38191,82719,563,35,198.79,74,96,341.9,243548.93,31531.97,3525.08,1798.21,0,0,0,0,0,0,BENIGN
53,75.0,134,132,14192,13399,299,52,234.75,145,75,233.79,191732.99,40005.77,5482.65,1358.45,0,0,0,1,0,0,BENIGN
22,97.0,43,3,13661,18767,151,60,414.38,1472,75,9.2,752984.69,6823.12,9909.83,1125.55,1,0,0,0,0,0,BENIGN
22,419.0,86,119,40927,93997,1229,96,457.98,17,11,299.44,203836.35,8327.57,8135.16,2633.62,1,0,0,0,0,0,BENIGN
53,276.0,86,54,48853,39169,738,64,433.44,1204,40,413.23,821960.84,17816.14,439.74,497.27,0,0,0,0,1,0,BENIGN
22,6276.0,83,188,34232,99136,94,85,73.31,321,5,299.95,449584.42,26952.77,3320.48,2120.08,0,1,1,0,0,0,PortScan
445,1114.0,28,47,39905,68942,732,32,156.73,1054,79,49.74,297968.47,36567.01,1789.16,4856.4,0,0,0,0,1,1,DoS Hulk
21,152.0,74,170,4207,57790,837,81,415.69,90,24,394.07,31642.14,40897.68,6575.94,2985.19,0,1,0,0,0,0,BENIGN
22,48.0,78,112,34727,50227,749,72,388.02,1218,47,343.49,909655.81,23749.53,3170.72,1407.24,0,0,0,0,1,0,BENIGN
53,35.0,92,48,32940,26764,1494,81,160.67,1155,14,358.37,584490.27,33782.02,7754.66,2902.42,0,0,0,0,1,0,BENIGN
8080,3621.0,51,69,3964,98722,381,47,340.48,50,23,340.9,107941.12,22538.0,4214.65,4466.54,0,1,0,0,0,0,PortScan
53,1404.0,3,28,46612,82615,1241,78,106.46,286,71,168.17,621323.48,4724.32,602.64,2396.42,0,1,0,0,1,0,PortScan
443,149.0,96,165,35164,98550,1159,3,353.26,346,31,478.19,43774.15,35113.0,608.6,2305.3,0,1,0,0,1,0,BENIGN
22,141.0,28,31,5304,52696,655,36,275.82,311,35,314.51,453946.16,21544.57,4204.45,2018.11,0,0,0,0,0,0,BENIGN
53,18.0,21,121,37948,26814,273,12,291.03,542,80,477.29,622514.96,19450.72,9645.79,4445.85,0,0,0,0,1,0,BENIGN
445,6.0,6,100,27968,95155,856,99,182.98,788,54,307.22,869231.38,10513.15,8798.86,320.73,0,0,0,0,0,0,BENIGN
21,54.0,148,117,11817,64128,619,45,207.96,1157,36,53.36,924857.73,3848.36,1641.24,697.44,0,0,0,0,1,0,BENIGN
443,20.0,11,95,778,79995,474,0,480.61,164,3,318.56,292852.74,43731.42,5895.69,3184.77,1,0,0,0,1,0,BENIGN
22,181.0,89,34,27414,21533,782,54,138.16,14,74,168.46,275325.25,39760.93,1502.63,3218.41,0,0,0,0,1,0,BENIGN
80,20.0,107,45,18938,13940,709,26,459.87,1137,47,254.99,109878.9,15445.02,8843.28,1711.62,0,0,0,1,0,0,BENIGN
80,1023.0,23,107,20040,9441,955,52,360.74,1066,11,109.14,453859.05,28426.93,5028.28,2088.62,0,0,0,0,0,0,DoS Hulk
80,179.0,23,36,35666,53392,516,43,446.88,773,35,83.55,663809.16,42267.54,4032.44,4335.6,0,0,0,0,1,0,BENIGN
8080,18.0,114,34,10995,44891,1440,15,169.79,384,64,407.74,126933.78,36877.97,3862.97,4621.02,1,0,0,0,0,0,BENIGN
53,17.0,82,56,1056,68066,1484,96,36.95,770,89,241.13,338317.04,10262.78,8696.43,4023.89,0,1,1,0,1,0,BENIGN
443,266.0,26,60,42155,77766,490,35,183.66,1413,88,265.94,927899.95,22382.0,9105.26,2151.67,0,0,0,0,0,0,BENIGN
445,89.0,57,38,27415,4799,439,52,65.4,920,13,441.75,228323.71,9326.49,4059.49,4391.89,0,0,0,0,1,0,BENIGN
53,206.0,65,41,37259,75885,1426,94,417.97,1112,65,481.21,919002.51,1680.6,9562.28,1767.55,0,1,0,0,1,0,BENIGN
445,54.0,37,197,44473,27623,357,26,301.75,1396,83,28.02,229611.37,39789.13,9435.58,3736.8,0,0,0,0,0,0,BENIGN
80,486.0,133,80,18221,39500,133,38,444.18,295,87,243.99,733146.7,30173.42,9278.49,1020.07,0,0,0,0,1,0,DDoS
8080,218.0,89,112,16741,72382,993,27,278.16,1382,9,290.05,41424.21,10402.31,6629.5,3617.37,0,0,0,0,0,0,BENIGN
21,12.0,108,147,2018,8584,1481,54,418.5,661,33,275.03,718711.85,42717.81,3026.53,2102.84,0,1,0,1,1,0,BENIGN
80,219.0,116,56,4489,89113,1309,29,317.43,630,12,153.43,760465.69,46895.02,6143.78,2345.2,1,0,0,1,0,0,BENIGN
22,57.0,100,93,5919,63862,172,55,390.86,476,94,161.37,580813.03,32042.84,978.23,1137.76,0,0,0,1,1,0,BENIGN
80,1003.0,60,40,15559,4532,258,39,106.32,1077,88,378.83,721048.32,28485.93,1425.04,1484.05,0,1,0,0,1,0,DDoS
8080,66.0,35,76,2477,53333,765,45,222.5,1282,15,43.68,334086.04,7029.65,2260.47,861.76,0,0,0,0,0,0,BENIGN
8080,668.0,22,93,30648,32760,902,11,150.97,365,38,107.92,20385.8,43344.24,6587.92,2103.69,0,0,0,1,1,0,BENIGN
80,48.0,105,24,41545,25530,1423,31,142.51,1034,83,445.83,284127.74,22111.66,1260.41,4643.44,0,0,0,0,0,0,BENIGN
21,18.0,95,184,46356,70017,421,5,439.43,1086,81,211.99,195288.35,51.99,3573.19,1813.07,0,0,0,1,0,0,BENIGN
22,330.0,28,106,6940,21058,676,51,490.76,183,19,455.08,7434.21,19607.59,1419.98,4466.92,0,0,0,1,0,0,BENIGN
21,2788.0,49,133,26398,61294,1325,81,244.99,1344,73,487.96,409801.82,13756.13,8118.17,3850.61,1,0,0,0,1,0,DDoS
21,5.0,24,78,49440,43214,786,66,58.09,1070,69,103.13,702815.65,1670.6,2269.89,3184.34,0,1,0,1,0,0,BENIGN
445,4.0,113,49,22543,64331,715,72,91.21,449,35,339.88,902593.94,13706.37,3453.59,2407.44,1,0,0,0,0,0,BENIGN
80,126.0,28,137,34363,59493,673,33,423.75,53,67,211.86,71987.55,31255.81,6617.86,4089.48,0,0,0,0,1,0,BENIGN
445,85.0,107,136,47591,83995,163,75,114.14,1327,39,499.17,290168.42,45957.5,7567.07,303.33,1,0,0,0,1,0,BENIGN
445,88.0,112,46,43537,13249,351,90,227.79,656,39,391.32,160005.59,35814.35,6052.46,358.66,0,0,0,0,0,0,BENIGN
80,46.0,53,180,31104,68867,703,91,180.15,878,24,470.55,911931.96,23492.43,3634.66,4376.15,0,0,0,0,1,0,BENIGN
8080,407.0,87,67,15700,58712,1174,17,451.62,1,2,473.64,333290.17,20468.12,3667.48,488.55,0,1,0,1,1,0,PortScan
8080,152.0,97,152,20091,64249,88,75,403.89,1100,77,387.2,563917.01,38439.94,5288.83,3988.93,0,1,0,1,1,0,BENIGN
443,109.0,27,53,37336,74304,455,82,397.63,721,72,102.84,573366.13,19152.61,9890.25,2845.19,0,0,0,0,0,0,BENIGN
21,26.0,67,43,13896,53662,410,64,220.55,1016,55,363.55,532449.87,34502.59,9562.41,431.97,0,0,0,1,1,0,BENIGN
443,70.0,107,171,30064,1736,1472,89,24.35,511,81,307.15,826247.12,20112.8,4352.07,1699.25,0,0,0,1,1,0,BENIGN
8080,116.0,33,105,4351,18358,886,86,318.55,738,71,252.29,542539.37,12740.62,2743.6,2075.16,0,0,0,0,1,0,BENIGN
445,36.0,88,67,43439,7067,252,79,196.09,229,65,453.99,540543.95,33040.01,7883.34,3552.65,0,0,0,1,0,0,BENIGN
8080,182.0,65,10,9963,73665,826,0,427.96,263,97,212.41,882294.57,35860.7,3085.75,2704.51,0,0,0,1,0,0,DoS GoldenEye
445,54.0,85,148,39989,76555,1435,41,23.42,1007,6,476.45,588174.39,27895.21,9129.16,355.35,1,0,0,0,1,0,BENIGN
53,16.0,34,151,6423,72444,1132,9,243.45,845,83,486.63,372658.49,17826.22,9967.11,3190.48,0,0,1,0,0,0,BENIGN
443,71.0,64,176,3561,48341,1119,83,126.42,763,29,157.85,95785.06,29460.01,7101.61,2733.31,0,0,0,1,1,1,BENIGN
8080,6.0,144,43,45198,47739,927,87,348.43,191,34,14.35,896417.71,40403.19,466.32,1538.85,0,0,0,0,0,0,BENIGN
21,215.0,9,81,25650,46733,129,84,324.77,1192,40,141.15,154616.11,12095.45,6922.1,567.87,0,0,0,0,1,0,DoS Hulk
22,198.0,14,153,16115,46607,342,48,60.48,593,58,37.91,849397.93,39302.91,5552.46,4828.22,0,0,0,0,1,0,BENIGN
8080,1591.0,141,195,33238,10367,593,5,479.36,1492,87,9.29,845992.83,47004.2,4670.5,2124.49,0,1,0,1,1,0,PortScan
80,40.0,149,38,49316,59160,390,97,243.81,310,90,337.0,519994.21,39998.78,3289.57,2101.07,0,0,0,0,1,0,BENIGN
445,27.0,2,88,32440,92181,1415,65,163.15,129,16,50.73,288251.13,9396.88,750.03,34.39,0,0,0,0,0,0,BENIGN
445,6120.0,47,72,38339,81880,536,44,282.35,744,50,272.4,716530.1,17054.33,4254.37,4607.07,0,0,0,0,0,0,DoS Hulk
22,405.0,39,176,45817,94255,1363,6,278.69,114,0,264.39,892661.94,39241.17,2437.78,845.57,0,0,0,0,0,0,DDoS
21,108.0,127,178,35060,35029,1175,7,97.32,1410,39,137.49,859895.01,44667.81,3120.05,407.03,0,0,1,0,0,0,BENIGN
443,1456.0,37,37,20057,94043,1372,59,497.37,586,97,109.08,281703.97,15385.75,4570.62,2734.83,0,1,1,0,1,0,DoS Hulk
53,1602.0,39,83,7108,71204,1358,87,344.6,1181,5,307.48,687364.67,38592.43,4914.24,2509.09,0,1,0,0,0,0,PortScan
443,60.0,105,185,20670,5892,997,9,158.59,535,56,128.52,592589.16,10220.91,9700.72,1976.96,0,0,0,0,0,0,BENIGN
53,162.0,112,21,2119,19447,722,36,368.81,1009,61,14.53,731867.53,21818.76,1838.37,4697.81,0,0,0,0,1,0,BENIGN
443,225.0,143,47,8434,95759,143,13,386.11,1090,54,141.22,469813.77,25611.34,3773.38,2165.82,0,1,0,0,0,0,BENIGN
53,61.0,40,116,26028,19183,124,51,55.35,618,41,174.31,655391.4,1877.96,5384.73,2512.09,0,0,0,0,0,0,BENIGN
22,56.0,20,161,45743,54877,161,28,178.75,483,2,119.4,249103.19,10291.84,5724.34,3489.96,0,0,0,0,1,0,BENIGN
80,185.0,128,135,8806,95087,1147,11,146.42,839,91,441.1,585242.76,29348.78,4575.89,3605.48,0,1,0,1,0,0,BENIGN
80,140.0,125,145,35889,51857,309,61,291.57,371,96,213.34,332630.48,16320.59,8617.15,4988.27,0,0,0,1,1,0,BENIGN
22,1.0,99,14,36258,81115,232,61,72.77,473,94,268.53,774605.57,46736.63,8954.48,623.1,0,0,0,1,1,0,BENIGN
445,144.0,19,21,45522,77663,1097,76,20.94,1355,26,199.0,57464.82,43669.77,724.78,3622.15,1,1,0,1,1,0,BENIGN
21,124.0,25,25,9542,83012,735,85,308.13,1220,52,403.44,417763.04,2697.7,8050.42,1410.87,0,1,0,0,1,0,BENIGN
8080,26.0,103,184,11358,86074,931,50,146.58,883,24,45.86,894366.45,15828.88,7672.93,2468.08,0,0,0,1,1,0,BENIGN
53,211.0,44,63,37097,33621,974,98,159.7,543,68,353.97,522401.54,32108.44,4968.55,2645.6,0,0,0,0,0,0,BENIGN
445,272.0,62,95,40466,62021,1074,49,39.5,714,46,10.48,293943.66,17579.13,2540.36,1336.12,0,0,0,1,1,0,BENIGN
80,72.0,90,89,45367,65582,624,23,389.39,612,49,366.66,203591.75,21194.27,8141.8,4879.65,0,0,0,0,1,0,DoS Hulk
21,66.0,63,150,17721,31812,54,43,474.47,1315,67,485.19,643388.01,46851.28,4104.1,2495.51,0,0,0,0,0,0,BENIGN
22,53.0,11,79,49041,22358,1393,33,373.04,573,54,223.37,731473.85,30018.07,7781.8,1906.73,0,0,0,0,1,0,BENIGN
8080,177.0,47,0,10172,53989,1449,95,147.0,496,91,434.1,878392.84,29119.45,3296.35,408.26,0,0,0,0,1,0,BENIGN
443,716.0,108,132,33730,56785,865,51,143.55,898,5,84.9,676865.67,45237.59,6444.72,1482.34,0,1,0,0,1,0,DDoS
443,26.0,91,17,36065,2813,1415,38,157.02,80,71,444.82,832088.23,17421.95,66.09,3458.36,0,0,0,0,1,0,BENIGN
445,39.0,111,28,18323,38230,1049,82,361.86,86,3,382.2,438693.44,2945.4,4547.2,1822.88,0,0,0,0,1,0,BENIGN
8080,607.0,139,189,9421,74098,85,40,477.84,1183,2,171.54,725101.44,27550.44,3046.29,3170.84,0,0,0,1,1,0,DoS Hulk
445,201.0,72,74,21146,13408,824,84,148.05,168,19,426.18,573930.04,28130.41,5331.14,830.25,0,0,0,0,1,0,BENIGN
445,96.0,28,37,15993,49208,1443,51,489.69,304,96,382.92,711406.39,16562.68,5849.86,4784.01,1,0,0,0,1,0,BENIGN
8080,137.0,102,137,13745,16741,1051,73,89.84,594,94,128.64,713446.67,27531.0,921.18,2332.88,0,1,0,0,1,0,BENIGN
445,102.0,127,133,20057,43330,1117,76,82.79,409,32,457.29,623871.48,8166.9,8407.25,4455.13,0,0,0,0,0,0,BENIGN
443,814.0,136,59,725,12779,768,93,303.67,940,31,128.57,963821.93,30490.16,5922.74,682.61,0,0,0,0,0,0,DoS Hulk
21,5151.0,67,107,11049,23925,1028,35,52.08,65,71,478.77,358800.57,11208.64,9802.11,3340.26,0,0,1,1,0,0,DoS Hulk
8080,54.0,72,184,31179,82292,1227,38,281.05,1112,60,178.49,195208.64,47369.98,4784.48,900.27,0,0,0,0,1,1,BENIGN
443,178.0,145,101,6858,68689,514,91,23.01,83,70,275.0,903524.42,48929.92,7452.27,4261.39,0,0,0,1,0,0,BENIGN
21,57.0,93,48,5728,62066,757,30,496.25,1384,72,481.11,57113.39,40254.57,3037.83,260.42,0,0,0,0,1,0,BENIGN
445,303.0,17,169,1298,55888,442,29,364.32,1361,94,461.62,609407.95,34960.17,3393.63,3609.93,0,0,0,0,0,0,BENIGN
443,77.0,64,50,17471,19438,363,13,399.19,865,45,267.75,343612.73,27140.23,3900.23,4942.65,0,1,0,0,1,0,BENIGN
53,37.0,98,168,25842,24769,1077,76,196.15,1257,25,226.76,817637.67,1354.41,7808.15,4045.49,0,0,0,0,1,0,BENIGN
80,390.0,73,134,30027,97722,1380,20,67.27,1114,19,35.33,143390.36,11696.12,5571.3,4015.38,0,1,0,0,0,0,PortScan
80,441.0,128,27,49890,2675,646,12,108.23,946,51,386.15,797838.45,48495.16,6319.49,3697.04,0,0,0,1,1,0,BENIGN
21,257.0,77,130,39562,19116,132,10,333.36,1191,40,291.93,300950.98,48603.29,3470.26,664.44,0,1,0,0,1,0,BENIGN
21,161.0,111,19,27193,22976,901,79,482.66,521,45,391.21,855172.19,41828.78,7156.55,2417.48,0,0,0,1,0,0,BENIGN
21,81.0,99,197,6247,74741,539,38,52.38,591,23,346.0,151784.56,23771.2,1941.04,1888.41,0,1,0,0,1,0,BENIGN
21,4457.0,46,187,48047,53586,381,61,447.82,1099,63,45.17,754293.0,5209.54,6611.65,2541.98,1,1,0,0,1,0,PortScan
443,163.0,116,59,34146,69008,765,0,447.59,28,37,343.03,99059.67,42807.68,7879.05,1123.55,1,0,0,0,0,0,BENIGN
443,19.0,129,193,35527,8693,1107,28,402.48,538,0,3.59,377796.74,44043.0,7241.89,3288.43,0,0,0,1,0,0,BENIGN
443,373.0,23,191,44844,70872,1388,87,239.56,1226,77,342.13,672536.54,38300.08,952.21,3881.66,0,0,0,0,0,0,BENIGN
8080,217.0,15,162,42421,44456,1167,92,80.96,115,26,303.55,484588.0,42753.81,993.44,680.96,0,0,1,1,0,0,BENIGN
