dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,attack_cat,label
17.913,tcp,-,CON,248,101,98175,2659,573.25,254,252,491454.5,1044768.3,0,1,Exploits,1
7.958,udp,http,FIN,88,101,25667,87164,23.12,254,60,382158.4,385713.5,11,2,DoS,1
6.515,udp,dns,CON,50,223,95530,104417,4259.52,255,252,471336.7,417366.4,1,10,Normal,0
3.517,tcp,http,FIN,6,270,44721,107798,2189.1,128,29,658250.3,408879.6,13,19,Generic,1
13.557,udp,http,CON,12,69,50969,49265,1032.42,128,0,759900.2,773402.5,11,18,Normal,0
20.224,udp,-,FIN,100,103,56065,172058,2329.27,31,252,816545.9,1110330.6,9,19,Normal,0
1.629,tcp,smtp,FIN,290,127,41447,67111,3128.83,64,32,104114.0,786557.8,8,11,Generic,1
1.13,tcp,smtp,INT,103,308,116516,166312,4666.12,255,252,425964.1,1763478.8,2,10,Generic,1
6.986,tcp,smtp,FIN,141,223,105264,193733,4292.67,64,0,956658.4,1449918.8,0,11,Generic,1
2.195,tcp,http,FIN,182,268,52450,204782,2174.45,64,252,7785.4,1224953.2,2,13,Generic,1
11.043,tcp,dns,FIN,150,260,10312,50243,481.01,31,60,572958.0,1315153.9,11,7,Generic,1
2.837,tcp,dns,CON,89,36,88385,39001,4552.65,31,60,554081.4,457246.9,2,8,Normal,0
17.919,tcp,-,CON,88,188,40858,60601,2783.63,128,252,412412.6,695895.1,2,2,Normal,0
11.234,tcp,smtp,FIN,297,310,83292,177493,1808.75,64,252,216436.2,614563.2,4,2,Generic,1
0.803,udp,smtp,INT,73,168,13194,118532,4813.63,254,32,243616.6,1004368.8,13,0,Reconnaissance,1
13.705,tcp,http,FIN,231,13,26983,59977,2822.09,128,29,594884.3,599453.8,7,10,Reconnaissance,1
0.443,tcp,http,INT,56,309,2351,164566,3490.32,64,32,143514.9,1877402.6,2,7,Generic,1
0.98,tcp,dns,FIN,133,16,94611,104423,3650.44,64,32,694937.1,668162.1,1,8,Exploits,1
13.497,udp,dns,FIN,3,8,90312,216905,3390.56,128,32,309048.3,761369.7,10,12,Generic,1
7.541,udp,smtp,FIN,205,60,80896,174404,1029.37,255,252,830910.8,347569.1,2,14,Normal,0
2.662,tcp,smtp,CON,252,157,44617,240061,1358.69,128,0,320163.3,1663983.0,12,1,Normal,0
4.082,tcp,dns,FIN,61,202,105545,12987,1408.21,128,32,646155.1,1413475.4,6,4,Normal,0
20.761,tcp,-,CON,5,57,76298,157145,3697.17,254,0,983925.9,124289.6,10,18,Normal,0
15.092,udp,http,FIN,295,339,117254,205063,4032.52,31,29,83963.5,542947.7,6,8,Normal,0
16.689,tcp,ssh,CON,98,195,104716,8496,3732.98,254,252,917766.7,1160154.1,9,13,Normal,0
25.666,tcp,dns,FIN,136,53,9153,39573,3682.52,31,0,264866.4,302631.3,14,0,Exploits,1
15.919,tcp,dns,FIN,40,75,76950,119740,938.65,255,252,415858.9,79047.8,7,11,Exploits,1
8.26,tcp,smtp,CON,136,173,35465,67670,3505.11,254,252,990383.8,774934.7,7,5,DoS,1
7.406,tcp,dns,RST,173,111,62616,81247,4708.65,254,60,759548.0,252607.6,0,16,Normal,0
9.579,tcp,http,REQ,288,296,13902,97557,3279.53,64,0,726813.9,333044.2,7,5,Normal,0
6.2,tcp,dns,CON,168,69,114228,101217,4659.45,254,32,388187.1,1096861.2,12,12,Generic,1
4.685,udp,smtp,CON,105,160,87079,69927,2320.25,255,60,675366.9,335270.2,2,16,Normal,0
6.648,tcp,-,FIN,260,229,21026,81230,797.2,128,60,820417.4,934357.5,14,14,Normal,0
13.769,udp,smtp,REQ,281,280,34947,56321,3946.05,254,29,857914.3,481117.6,5,7,Normal,0
13.429,udp,dns,INT,173,191,15060,151362,3791.43,255,60,423009.9,1025732.6,13,16,Normal,0
9.495,tcp,smtp,FIN,43,319,95229,13938,1217.58,64,252,193331.0,1787994.2,6,9,Generic,1
1.408,tcp,dns,INT,32,317,18703,151092,3713.38,31,0,130464.2,1534512.3,13,18,Normal,0
0.828,udp,http,FIN,60,58,13934,36826,2344.21,254,32,146051.5,277085.0,13,5,Normal,0
8.241,udp,http,INT,280,245,45107,91433,3399.66,255,60,145617.1,1020742.5,1,6,Normal,0
20.741,tcp,http,INT,297,43,35350,119018,4723.87,254,60,313111.6,320057.2,0,0,Normal,0
4.792,udp,ftp-data,FIN,213,2,87920,226999,434.47,255,252,433417.1,1058181.0,0,1,Normal,0
10.178,tcp,dns,CON,102,341,101572,171244,4110.06,254,60,874565.3,1408389.6,5,4,Exploits,1
27.31,tcp,dns,RST,68,295,19803,27011,4888.42,255,0,441656.7,1510875.3,8,12,Normal,0
21.461,udp,smtp,FIN,197,151,43238,59652,4240.41,31,60,752781.3,945498.1,3,3,Normal,0
2.995,tcp,dns,FIN,7,6,38566,167442,4291.34,255,0,536174.9,677908.8,3,15,Fuzzers,1
15.96,tcp,http,FIN,195,184,61973,138892,1704.88,255,252,411129.2,1714675.4,13,2,Normal,0
24.931,udp,ftp-data,FIN,122,260,32773,135559,2538.17,31,252,110512.4,1559766.3,14,12,Normal,0
3.322,udp,dns,FIN,166,213,47341,230561,4453.61,254,32,779648.0,1893186.5,9,10,Normal,0
0.345,tcp,http,FIN,290,86,48104,127459,3817.57,254,32,785515.2,1451084.7,14,17,Generic,1
18.321,ospf,http,CON,25,269,27887,28479,767.54,255,60,998811.1,653926.5,9,13,Normal,0
12.623,udp,dns,FIN,111,42,71923,64541,3654.47,64,0,179165.6,1915422.7,13,17,Normal,0
1.165,udp,http,FIN,205,118,20270,77315,1255.12,64,29,813788.8,1241481.1,9,8,Exploits,1
9.949,udp,ssh,FIN,140,61,51655,176839,387.73,31,32,471347.0,1079010.4,12,13,Fuzzers,1
2.848,tcp,http,FIN,187,65,16411,99344,3299.49,254,0,682775.3,1964072.7,10,12,Normal,0
17.824,tcp,dns,CON,102,128,92332,77945,3808.51,254,252,771011.4,1360342.9,3,6,Normal,0
23.848,unas,smtp,FIN,75,89,61303,162943,3393.26,255,29,589652.0,876789.8,10,9,Normal,0
20.42,udp,dns,FIN,153,254,111105,166196,1280.74,254,32,167697.1,1941346.9,8,6,Normal,0
9.739,udp,-,FIN,158,50,93897,106099,1726.78,254,29,313113.6,660845.0,10,0,Generic,1
13.89,tcp,http,INT,222,34,107384,182843,2673.14,64,0,578531.0,467825.8,4,2,Normal,0
4.612,tcp,smtp,INT,142,211,29175,159458,3610.68,254,60,343627.2,1019275.9,1,17,Generic,1
16.291,tcp,http,CON,296,14,21817,21216,3245.27,31,32,528018.8,1376540.9,3,11,Normal,0
26.168,tcp,smtp,CON,189,73,29476,151490,1569.64,128,252,39231.3,732571.9,0,6,Generic,1
22.588,udp,dns,RST,202,199,629,62643,4967.68,31,0,85026.0,1091449.1,6,6,Normal,0
26.188,tcp,http,INT,53,188,89449,178738,151.72,64,60,197884.0,744242.3,13,12,Generic,1
2.466,tcp,smtp,FIN,47,61,68447,105582,3989.31,255,252,565796.1,1257547.8,10,9,Normal,0
10.341,unas,dns,FIN,129,329,44597,8627,1490.14,255,0,365711.0,943015.4,5,9,Generic,1
3.085,udp,ssh,INT,152,77,115103,190913,2060.71,255,252,987401.2,1563591.8,8,4,Normal,0
0.399,tcp,dns,FIN,269,300,27110,10789,4288.34,254,0,816825.1,526276.5,13,7,Generic,1
20.837,arp,http,CON,64,122,30291,44039,196.84,128,0,904521.6,1040628.0,10,10,Normal,0
18.531,tcp,dns,INT,12,158,66560,169046,80.55,64,60,227792.8,1423233.0,7,13,Normal,0
9.798,tcp,dns,FIN,246,219,46162,179788,3790.04,254,252,209320.0,1224383.2,9,16,DoS,1
0.546,udp,dns,FIN,155,171,23768,102346,2142.79,254,29,958640.6,114209.4,9,6,Generic,1
22.158,udp,dns,FIN,164,42,3839,191113,4412.38,254,252,677013.0,1575540.2,10,16,Normal,0
13.818,tcp,http,REQ,15,58,100417,54033,1786.05,255,32,693037.0,1847521.2,11,13,Normal,0
9.029,tcp,-,CON,120,102,34451,182362,4385.97,64,32,845705.7,39420.6,10,0,Normal,0
10.801,udp,ftp-data,INT,279,143,103398,231294,3511.03,254,0,465221.6,1237930.6,13,19,Normal,0
2.04,tcp,dns,REQ,264,190,5773,178176,2102.81,128,252,819455.2,1889102.8,8,9,Normal,0
9.454,tcp,dns,INT,89,153,102702,118428,211.69,128,32,98124.0,1882202.9,3,15,Normal,0
7.505,tcp,dns,FIN,132,16,54150,56156,1186.66,31,60,816861.9,1323753.4,5,2,Normal,0
9.139,tcp,dns,REQ,182,89,98180,233284,3544.88,255,252,995847.6,1455029.3,6,12,Exploits,1
5.026,unas,ssh,FIN,299,84,110726,172801,3487.66,128,60,847572.3,1215515.9,8,13,Generic,1
0.359,tcp,-,CON,226,294,43445,226194,907.46,31,252,300662.1,1287176.2,8,10,Normal,0
11.284,tcp,smtp,FIN,101,264,109438,132006,2641.79,31,0,285561.8,1813601.1,1,9,Generic,1
86.016,tcp,dns,FIN,194,254,72352,66384,2315.11,255,0,583641.3,1252915.7,11,19,Exploits,1
26.284,udp,smtp,INT,220,230,3419,154283,2862.69,128,29,604716.9,863963.4,10,14,Normal,0
10.997,tcp,http,CON,122,42,93909,96384,4952.06,255,0,271971.8,1218542.8,6,2,Exploits,1
7.2,udp,dns,REQ,184,25,40561,186582,848.84,128,0,712160.0,1076876.3,8,11,Normal,0
3.619,tcp,dns,CON,145,113,35386,75566,2016.63,128,252,521849.9,746353.3,5,0,Normal,0
17.363,tcp,smtp,CON,57,202,9973,35647,2796.45,254,32,860484.9,1636684.2,1,10,Generic,1
5.56,tcp,http,INT,64,35,56376,240403,4879.96,64,252,799944.0,795358.3,2,2,Normal,0
2.066,tcp,dns,INT,89,17,35215,119869,4738.72,64,60,654464.4,1890686.6,13,19,Fuzzers,1
7.675,tcp,http,CON,182,103,85205,238279,4353.42,254,60,494664.4,831886.6,9,5,Normal,0
5.8,tcp,dns,FIN,161,30,84923,24615,1342.03,128,60,848482.8,1578947.7,2,17,Exploits,1
0.696,udp,dns,FIN,124,102,116440,91302,2288.39,254,32,967810.0,255176.8,7,2,Exploits,1
0.423,udp,-,CON,223,112,24995,68934,1610.37,64,252,884915.8,1614357.6,1,12,Generic,1
6.282,tcp,http,INT,192,59,104943,36329,3134.2,254,60,109250.6,1512587.5,14,15,Normal,0
6.4,tcp,smtp,CON,72,219,14427,73483,2154.91,31,29,968022.9,1529804.6,4,0,Exploits,1
37.423,udp,http,FIN,82,27,38859,35950,4205.69,128,0,54013.4,1529111.8,11,4,DoS,1
7.142,udp,http,INT,249,298,112992,18674,3844.93,128,0,644131.7,1818306.1,7,17,Normal,0
2.225,tcp,http,RST,39,144,18872,204089,4151.65,31,252,535660.6,1190334.0,12,3,Normal,0
0.529,tcp,http,FIN,247,38,60214,144867,2936.78,31,60,705724.0,910649.7,14,11,Normal,0
0.61,udp,http,FIN,242,88,66716,125424,1915.01,128,0,650114.1,1247243.4,12,11,Normal,0
0.758,tcp,-,FIN,154,64,55595,19897,4887.8,255,60,89005.3,1741270.8,11,19,Normal,0
5.251,tcp,dns,FIN,46,252,108074,233719,2249.07,31,0,420465.4,152622.0,7,13,Generic,1
30.87,tcp,-,FIN,252,51,78305,191983,31.04,255,0,177266.0,1708270.9,0,9,Normal,0
2.883,tcp,http,CON,139,260,48570,201660,3650.74,254,252,392657.4,311095.5,5,6,Normal,0
3.19,tcp,dns,INT,64,258,20498,15164,1731.82,64,252,773385.4,380313.0,1,6,Normal,0
5.475,tcp,dns,CON,3,312,57941,141690,2525.16,31,60,722723.1,1818996.3,14,7,Generic,1
11.385,tcp,smtp,FIN,39,322,80986,17901,3350.91,128,32,698247.1,1080472.5,3,9,Normal,0
1.19,udp,http,CON,165,268,14421,78670,4230.5,64,32,173687.0,1090830.7,5,16,Exploits,1
2.492,tcp,dns,FIN,210,248,25873,106142,1485.32,255,32,806883.5,803846.8,10,1,Normal,0
10.194,udp,dns,FIN,44,169,117157,76290,2822.55,31,29,87230.0,1006860.9,4,15,Normal,0
1.864,udp,dns,CON,271,200,61380,22895,3938.16,64,60,84828.2,604521.9,7,15,Generic,1
7.12,tcp,smtp,CON,299,296,16100,107722,3316.02,254,60,199045.1,321465.8,6,1,Normal,0
12.96,tcp,-,INT,85,225,12577,35071,3999.04,255,29,357276.8,1019963.2,9,12,Normal,0
23.474,tcp,dns,FIN,186,160,40630,29630,3490.47,128,29,294952.2,1037449.6,8,3,Normal,0
9.707,tcp,dns,FIN,159,186,90199,113396,2444.4,31,60,848422.9,1052101.0,12,8,Normal,0
1.835,udp,dns,CON,52,171,57204,113241,1576.44,255,29,179037.6,517656.0,6,6,Normal,0
4.682,tcp,smtp,CON,135,221,110438,1474,3181.36,255,0,850223.9,294623.1,10,15,Normal,0
1.17,tcp,http,FIN,167,39,118748,55789,3151.25,255,0,837478.7,626186.4,13,15,Normal,0
13.067,tcp,smtp,REQ,277,21,3659,211638,49.19,64,60,836159.2,200662.5,13,17,Normal,0
7.224,tcp,dns,CON,70,278,2085,115768,1313.25,255,29,930137.3,583920.0,2,12,Exploits,1
7.413,arp,http,FIN,53,161,82057,65823,1642.35,255,252,909709.6,1781628.1,2,6,Exploits,1
20.371,tcp,-,CON,2,156,49078,133497,4721.54,255,29,965822.1,321998.1,5,18,Normal,0
11.894,tcp,http,FIN,218,322,110707,109715,1980.7,128,60,582824.3,1313429.0,2,13,Normal,0
0.12,tcp,dns,FIN,28,302,78101,217769,1476.2,64,0,882591.5,1524156.8,12,12,Normal,0
3.443,tcp,ftp-data,CON,22,68,58134,81193,630.95,31,32,970511.1,91128.7,12,12,Normal,0
3.842,arp,dns,CON,102,4,109271,27726,4828.09,255,29,670386.7,17279.4,11,12,Normal,0
2.147,tcp,http,FIN,138,233,102580,206612,1286.55,254,252,426514.9,553454.9,13,8,Normal,0
7.657,udp,dns,FIN,87,147,62997,48776,1924.12,255,60,119291.0,1678956.6,5,12,DoS,1
5.354,udp,dns,FIN,173,18,47704,168157,4131.09,255,29,237886.8,961323.5,13,6,Normal,0
15.041,tcp,http,CON,61,95,87176,243684,1738.94,255,32,234197.3,1164699.3,8,1,Reconnaissance,1
21.713,tcp,http,FIN,299,218,107138,154652,4021.7,64,252,176152.6,1262619.1,0,1,Normal,0
7.481,ospf,http,CON,101,211,105918,187688,2420.28,64,29,494532.7,1564642.1,8,19,Normal,0
9.577,tcp,ssh,FIN,170,11,40255,21462,3261.53,31,252,931045.9,554495.1,14,2,Exploits,1
2.069,tcp,http,FIN,175,342,11149,6479,4699.25,254,0,360042.2,1056795.4,2,4,Exploits,1
11.279,udp,http,FIN,79,322,51442,192816,2790.64,255,29,400337.5,1110024.9,0,2,Normal,0
0.612,tcp,http,FIN,245,81,59068,11957,2973.95,254,252,499751.7,887683.1,5,19,Generic,1
2.973,tcp,http,FIN,272,238,70370,31600,3559.51,255,32,766310.9,684857.6,5,7,Normal,0
0.129,udp,-,FIN,184,106,97153,232180,4711.71,255,252,878257.9,1413483.3,13,7,Normal,0
57.204,tcp,dns,FIN,285,122,6620,84768,4245.91,254,252,842294.9,324372.0,0,19,Exploits,1
20.484,tcp,dns,CON,266,145,31422,246068,364.77,64,32,984276.0,691258.0,10,17,Normal,0
20.127,tcp,http,FIN,272,214,67340,151003,4155.11,128,60,751153.9,1316454.5,7,4,Normal,0
1.391,tcp,dns,FIN,141,320,111815,190741,1691.72,255,29,564132.5,1372559.1,2,16,Normal,0
19.292,tcp,smtp,FIN,100,224,84268,123177,1594.33,128,252,921672.1,952912.7,2,7,Generic,1
9.802,tcp,dns,FIN,147,0,20078,120603,1344.1,254,60,644901.5,1745244.6,13,4,Normal,0
21.034,udp,dns,REQ,255,303,29403,64984,1879.39,64,252,297936.9,1692954.7,2,6,Normal,0
0.514,tcp,dns,INT,204,295,81455,74457,474.08,64,32,59441.5,1707115.6,14,18,Normal,0
0.153,tcp,http,CON,94,113,59084,215727,2091.1,255,252,603129.8,1591906.0,7,10,Normal,0
1.192,tcp,http,FIN,296,207,23165,249056,883.29,254,60,336287.2,1343724.4,10,17,Generic,1
6.314,udp,http,FIN,31,150,39910,238912,1203.37,64,252,798067.1,1752050.5,5,19,Normal,0
12.739,tcp,dns,CON,5,1,28218,136157,237.09,31,60,319436.2,715505.8,4,0,Normal,0
5.49,tcp,http,FIN,30,298,52401,147837,595.34,64,252,429097.8,1824524.3,5,18,Normal,0
12.804,tcp,-,FIN,28,171,119192,67375,1315.17,64,29,721904.6,670657.4,7,12,Generic,1
7.096,tcp,-,FIN,111,172,68788,183428,2721.34,255,32,448057.8,642357.8,13,6,Fuzzers,1
5.536,tcp,-,CON,22,213,72857,215407,4695.09,128,252,742649.6,1504334.7,13,12,Fuzzers,1
21.591,tcp,ssh,REQ,122,134,15335,17746,4474.83,31,252,451838.1,1386902.1,6,19,Exploits,1
12.2,tcp,dns,FIN,102,76,111555,127281,596.78,255,60,229326.1,565396.1,12,19,Normal,0
8.28,tcp,http,FIN,20,179,25514,62665,4554.18,31,32,986142.8,947285.7,13,4,Reconnaissance,1
2.362,udp,dns,INT,268,340,4290,102551,3676.42,64,252,790333.3,1044067.1,11,16,Generic,1
0.917,tcp,smtp,FIN,299,209,86901,63085,1256.3,31,60,525498.4,530859.2,5,19,Generic,1
28.132,tcp,http,CON,144,325,2191,134703,1089.1,64,0,575245.1,1577319.4,11,3,Normal,0
7.078,udp,dns,FIN,122,111,57089,98071,1379.5,254,60,140768.4,1570552.2,12,18,Normal,0
4.589,tcp,smtp,FIN,256,252,67933,81093,3102.46,255,29,745325.5,1310013.3,7,15,Normal,0
3.671,tcp,smtp,FIN,25,80,40649,68163,3709.2,254,29,932013.2,309249.1,11,3,Normal,0
3.979,tcp,ftp-data,FIN,209,324,32531,165948,760.91,254,0,179164.3,1941967.4,0,19,Normal,0
41.057,unas,smtp,CON,266,160,4827,122063,4808.59,64,32,625199.0,1679224.9,8,13,Normal,0
11.709,udp,http,FIN,134,216,55515,207210,507.08,64,0,282928.9,145737.3,10,15,Normal,0
3.302,udp,http,FIN,118,292,71043,223514,3279.98,64,60,379562.8,957069.0,13,2,Normal,0
26.191,tcp,dns,CON,229,173,112373,145219,4786.98,128,0,442472.2,321177.7,9,5,Fuzzers,1
15.935,udp,dns,FIN,106,247,20012,139010,2129.25,255,0,905513.3,540729.0,8,2,Normal,0
5.35,tcp,http,FIN,159,110,89823,77476,3160.93,255,29,884831.7,1576138.6,9,16,Fuzzers,1
1.983,tcp,http,FIN,160,327,19148,2924,3096.08,31,0,255608.4,1181321.6,8,1,Normal,0
42.83,tcp,smtp,FIN,196,274,88669,46562,241.95,128,60,726439.9,1651989.5,8,4,Fuzzers,1
16.007,tcp,dns,FIN,227,310,100204,172541,514.39,254,252,34145.6,144800.0,4,18,Generic,1
32.112,udp,smtp,CON,40,79,6937,189002,4623.35,64,29,811398.0,686947.1,6,1,DoS,1
3.256,tcp,dns,CON,69,107,5547,92121,4643.66,254,60,498556.3,863162.7,3,15,Normal,0
0.734,udp,dns,FIN,174,41,40484,129604,18.56,128,29,366230.9,255893.2,7,6,Normal,0
24.608,tcp,-,RST,234,145,25561,118322,1269.89,64,252,216211.1,616148.9,10,12,Generic,1
2.994,udp,dns,INT,18,100,15803,154974,3497.05,128,29,238395.6,1635711.6,14,7,Normal,0
25.639,unas,dns,FIN,187,168,49373,96662,2665.99,128,32,611985.7,231983.5,9,19,Normal,0
11.488,udp,http,REQ,88,274,68446,166570,2379.69,255,252,634678.3,1153755.2,8,10,Normal,0
9.547,tcp,dns,FIN,87,201,51488,198012,4339.45,31,0,933199.9,36920.4,13,5,Generic,1
30.728,tcp,http,CON,103,310,50893,164805,1378.77,128,60,433550.7,1369017.9,4,9,Generic,1
2.532,tcp,http,FIN,227,158,25222,7533,908.18,31,29,109804.6,461383.0,3,9,Normal,0
18.029,tcp,dns,INT,12,126,111420,105531,2308.35,31,252,571775.5,771897.5,11,13,Normal,0
3.155,udp,ssh,FIN,60,285,94045,42802,1410.09,64,252,85357.4,1934215.6,13,1,Normal,0
0.822,tcp,http,CON,221,57,68141,54778,556.13,128,29,520196.4,37857.3,10,10,Generic,1
8.901,udp,dns,CON,201,25,38681,116427,3897.26,31,60,404994.8,791896.4,11,19,Exploits,1
2.498,tcp,ftp-data,REQ,155,124,65406,104193,3383.91,64,32,184237.1,1126801.0,10,11,Normal,0
13.502,tcp,ftp-data,FIN,115,265,7211,86125,1604.45,64,60,42008.6,1772006.8,11,1,Normal,0
14.521,tcp,ftp-data,CON,53,122,74794,3361,3408.59,255,32,944873.6,1612999.7,9,8,Exploits,1
29.031,tcp,dns,FIN,240,50,113662,7773,2070.5,254,32,99918.0,1599900.4,12,18,Generic,1
2.066,udp,dns,INT,212,242,8131,52991,4615.63,31,60,152738.8,478527.1,4,12,Normal,0
1.706,unas,ssh,CON,257,190,757,10310,1533.73,255,252,214994.8,330514.1,0,1,Exploits,1
1.097,unas,dns,FIN,78,99,24691,164003,265.3,64,0,155583.6,593819.7,11,17,Generic,1
29.201,udp,http,FIN,171,330,98909,152357,411.85,254,29,523705.6,1291604.2,4,10,Normal,0
3.827,arp,ssh,INT,157,134,96267,198404,2638.34,128,60,748240.2,1735406.6,3,8,Exploits,1
2.135,tcp,-,INT,151,58,115398,157806,1366.14,31,0,192871.3,1810130.4,1,9,Exploits,1
1.579,tcp,-,FIN,85,140,93227,2500,4816.86,255,32,815947.1,838727.4,4,18,Exploits,1
25.103,udp,-,INT,256,31,43819,102394,4843.55,128,29,596032.3,1886781.9,6,0,Normal,0
13.141,udp,dns,FIN,254,273,2324,11922,97.04,255,60,832782.4,558149.3,3,18,Generic,1
15.518,tcp,ftp-data,FIN,213,170,73308,107223,3586.76,254,32,724666.1,915072.3,5,11,Normal,0
17.348,tcp,-,CON,282,172,70491,203890,3011.57,254,32,350073.0,1220938.7,12,4,Normal,0
9.812,udp,http,FIN,76,236,36498,13416,2341.44,255,32,115498.7,36196.4,7,2,Exploits,1
18.272,tcp,http,CON,37,251,64658,210707,3297.01,255,0,944840.2,1549472.3,9,9,Generic,1
35.024,tcp,dns,FIN,19,168,90007,173992,4719.1,255,32,463350.9,580504.5,0,4,Generic,1
18.902,tcp,dns,INT,86,25,73623,78261,44.61,128,0,141796.5,408111.4,3,9,Fuzzers,1
44.878,tcp,http,REQ,32,204,4357,218864,833.14,128,32,152988.1,256769.1,1,12,Normal,0
8.14,udp,ftp-data,FIN,54,296,63432,45709,2798.17,31,32,16659.6,1061925.4,11,0,Normal,0
19.117,udp,http,FIN,287,174,16229,131639,338.37,128,32,395952.8,907572.2,5,16,Reconnaissance,1
2.101,tcp,smtp,INT,107,121,24028,122007,1598.92,255,29,658740.2,1663245.4,2,8,Normal,0
9.565,tcp,ssh,INT,201,172,48373,14904,3731.57,31,0,434176.2,1335325.7,2,17,Normal,0
1.173,tcp,dns,FIN,257,326,52464,83266,2527.6,255,0,518195.0,1377843.6,3,10,Normal,0
3.865,tcp,http,FIN,73,217,77015,234675,4571.4,31,29,281477.4,589297.2,2,3,Generic,1
37.511,tcp,http,CON,292,315,15535,34472,2516.78,255,29,529127.2,1982637.6,12,11,Normal,0
5.047,arp,http,FIN,94,53,14176,203612,1198.33,254,32,44664.7,616247.8,13,8,Normal,0
1.721,tcp,dns,CON,209,223,98559,95488,4304.72,254,252,789641.9,1535199.4,10,12,Normal,0
6.976,tcp,http,FIN,78,185,50830,45046,1838.61,254,29,116255.0,206873.4,6,18,Normal,0
3.884,tcp,-,FIN,18,328,85033,85359,653.45,255,29,820767.7,166485.8,2,7,Normal,0
17.252,udp,dns,FIN,36,347,46061,157261,3079.96,255,0,871669.2,1366735.4,12,2,Generic,1
20.397,tcp,dns,FIN,63,196,105238,141423,3934.98,128,32,619308.5,149896.6,14,10,Normal,0
0.779,tcp,http,FIN,57,102,104133,99821,2671.11,64,252,591761.6,249062.3,7,9,Generic,1
17.428,tcp,http,CON,115,313,91732,101285,2510.75,254,29,562511.6,1894291.1,9,9,Normal,0
1.867,tcp,http,FIN,146,219,90609,116733,4910.9,255,252,794095.3,335303.1,13,3,Generic,1
15.23,unas,http,CON,34,53,88699,133328,4883.95,64,60,526280.3,1055413.9,9,12,Generic,1
13.341,tcp,ssh,CON,30,46,2472,108478,4927.51,254,60,210686.0,482793.1,14,7,Fuzzers,1
0.802,unas,http,CON,232,230,12484,5893,3876.64,254,32,293573.4,1228986.7,13,3,Generic,1
2.391,tcp,dns,INT,190,41,69784,34845,3579.6,254,252,215751.8,1618182.8,8,3,Normal,0
1.263,udp,http,REQ,6,66,86424,44703,4455.32,64,252,888697.6,1906822.5,8,16,Normal,0
17.627,tcp,http,FIN,274,333,99001,229310,4621.75,31,252,566197.3,828628.0,12,0,Generic,1
2.915,tcp,dns,REQ,134,20,25559,56605,4169.25,64,0,34392.0,1324405.0,1,6,Exploits,1
9.202,tcp,-,FIN,270,137,73856,13538,4558.59,254,252,947980.6,741739.9,8,13,Normal,0
2.527,unas,http,FIN,151,190,47691,222209,3723.22,128,0,435885.3,1909387.3,14,2,Normal,0
3.405,tcp,dns,FIN,165,5,23826,121099,1377.37,254,252,76779.3,1662725.7,10,10,Normal,0
0.349,tcp,http,CON,59,66,114477,173429,4892.52,31,60,914344.7,1712213.2,5,15,Normal,0
9.285,tcp,smtp,FIN,167,135,6080,26813,4301.9,128,32,290972.2,1665832.3,14,10,Normal,0
4.718,ospf,smtp,RST,295,108,79893,179446,2740.81,31,0,448862.6,714777.3,0,14,Normal,0
0.34,tcp,http,CON,145,87,27096,89258,4494.59,254,60,303538.5,837592.5,12,6,DoS,1
5.893,tcp,http,CON,266,297,59539,2708,4602.55,255,29,100090.7,687645.2,10,4,Normal,0
11.774,tcp,-,CON,211,141,91371,208407,1587.08,254,252,109906.8,628033.1,7,9,Exploits,1
1.923,arp,dns,CON,9,223,14983,5578,3857.49,128,29,167108.8,1088674.8,4,0,Normal,0
15.574,tcp,smtp,REQ,228,113,57566,63073,3078.48,31,29,186741.1,1221498.3,8,13,Reconnaissance,1
0.658,tcp,http,FIN,204,170,88663,197889,4301.54,128,252,325456.5,1746864.3,2,16,Normal,0
18.671,tcp,http,FIN,46,79,55086,216799,2611.72,64,0,802218.0,672920.2,1,8,Exploits,1
24.023,tcp,http,CON,229,101,43384,152965,3881.35,31,29,539712.9,1735446.7,7,17,Exploits,1
3.339,udp,smtp,FIN,246,242,62955,163825,4972.61,64,32,627492.8,676140.6,12,9,Normal,0
52.057,tcp,dns,REQ,222,1,56323,83118,265.71,31,32,921900.4,112328.0,14,8,Generic,1
1.238,tcp,smtp,FIN,262,347,79386,242883,4161.34,254,32,558643.8,1577039.5,7,1,Normal,0
5.307,tcp,smtp,CON,48,237,23459,212726,2630.34,64,252,823778.1,477269.6,6,2,Normal,0
0.467,tcp,dns,FIN,189,259,41055,131545,325.51,31,29,430195.4,1803859.1,11,6,Normal,0
6.152,udp,dns,FIN,137,75,100512,199437,4701.15,254,60,362470.4,823121.0,3,8,Normal,0
2.453,tcp,-,FIN,281,281,62144,41368,2020.44,254,0,962414.7,60625.3,13,4,DoS,1
8.828,tcp,dns,FIN,80,159,14352,182545,2162.11,31,60,467963.3,825340.9,9,11,Normal,0
3.585,tcp,dns,FIN,260,279,65331,199377,4946.23,254,32,741902.8,1515551.4,9,9,Normal,0
1.161,tcp,smtp,INT,170,73,32355,230024,4239.33,254,60,578637.1,1844922.8,10,17,Generic,1
0.13,tcp,dns,FIN,17,60,110307,234981,1330.03,31,32,673342.5,1414265.8,8,19,Normal,0
2.696,tcp,http,FIN,146,123,55734,206260,2335.7,128,252,305588.4,1275694.5,3,6,Normal,0
